# Attempt at a cleaner version of the kidney cancer data from section 2.7 of Bayesian Data Analysis, 3rd edition (Gelman et al.)
# Based on http://www.stat.columbia.edu/~gelman/book/data/cancer/
# Columns 4 to 12 correspond to 1980-84; columns 13 to 21 to 1985-89
# Robin Ryder, 12 September 2019
"","state","Location","fips","dc","dcV","pop","popV","aadc","aadcV","dcC","dcCV","good","dc.2","dcV.2","pop.2","popV.2","aadc.2","aadcV.2","dcC.2","dcCV.2","good.2"
"2874","MINNESOTA","Wabasha County, Minnesota",27157,6,"VALID",48134,"VALID",9.7,"UNRELIABLE",12.5,"UNRELIABLE",1,1,"VALID",48004,"VALID",1.3,"UNRELIABLE",2.1,"UNRELIABLE",1
"2878","MINNESOTA","Wadena County, Minnesota",27159,1,"VALID",34021,"VALID",1.6,"UNRELIABLE",2.9,"UNRELIABLE",1,5,"VALID",32722,"VALID",10,"UNRELIABLE",15.3,"UNRELIABLE",1
"2918","MINNESOTA","Waseca County, Minnesota",27161,2,"VALID",45489,"VALID",3.2,"UNRELIABLE",4.4,"UNRELIABLE",1,2,"VALID",44079,"VALID",4.5,"UNRELIABLE",4.5,"UNRELIABLE",1
"2934","MINNESOTA","Washington County, Minnesota",27163,8,"VALID",291877,"VALID",3.6,"UNRELIABLE",2.7,"UNRELIABLE",1,14,"VALID",322707,"VALID",6.1,"UNRELIABLE",4.3,"UNRELIABLE",1
"2956","MINNESOTA","Watonwan County, Minnesota",27165,3,"VALID",30481,"VALID",7.1,"UNRELIABLE",9.8,"UNRELIABLE",1,3,"VALID",28685,"VALID",8.3,"UNRELIABLE",10.5,"UNRELIABLE",1
"3027","MINNESOTA","Wilkin County, Minnesota",27167,0,"VALID",20417,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,4,"VALID",18966,"VALID",14.2,"UNRELIABLE",21.1,"UNRELIABLE",1
"3053","MINNESOTA","Winona County, Minnesota",27169,7,"VALID",111292,"VALID",5.5,"UNRELIABLE",6.3,"UNRELIABLE",1,6,"VALID",112945,"VALID",5.8,"UNRELIABLE",5.3,"UNRELIABLE",1
"3077","MINNESOTA","Wright County, Minnesota",27171,12,"VALID",149423,"VALID",9.1,"UNRELIABLE",8,"UNRELIABLE",1,13,"VALID",160837,"VALID",8.6,"UNRELIABLE",8.1,"UNRELIABLE",1
"3095","MINNESOTA","Yellow Medicine County, Minnesota",27173,3,"VALID",33182,"VALID",6.2,"UNRELIABLE",9,"UNRELIABLE",1,3,"VALID",30206,"VALID",7.5,"UNRELIABLE",9.9,"UNRELIABLE",1
"14","MISSISSIPPI","Adams County, Mississippi",28001,3,"VALID",47848,"VALID",5.7,"UNRELIABLE",6.3,"UNRELIABLE",1,2,"VALID",45170,"VALID",4,"UNRELIABLE",4.4,"UNRELIABLE",1
"32","MISSISSIPPI","Alcorn County, Mississippi",28003,2,"VALID",70906,"VALID",2.8,"UNRELIABLE",2.8,"UNRELIABLE",1,6,"VALID",69034,"VALID",6.8,"UNRELIABLE",8.7,"UNRELIABLE",1
"56","MISSISSIPPI","Amite County, Mississippi",28005,0,"VALID",17500,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",18102,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"101","MISSISSIPPI","Attala County, Mississippi",28007,5,"VALID",27969,"VALID",11.8,"UNRELIABLE",17.9,"UNRELIABLE",1,2,"VALID",27225,"VALID",5.8,"UNRELIABLE",7.3,"UNRELIABLE",1
"183","MISSISSIPPI","Benton County, Mississippi",28009,0,"VALID",12217,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",12238,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"223","MISSISSIPPI","Bolivar County, Mississippi",28011,4,"VALID",40369,"VALID",9.3,"UNRELIABLE",9.9,"UNRELIABLE",1,0,"VALID",37900,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"350","MISSISSIPPI","Calhoun County, Mississippi",28013,0,"VALID",27533,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",26687,"VALID",6.7,"UNRELIABLE",11.2,"UNRELIABLE",1
"396","MISSISSIPPI","Carroll County, Mississippi",28015,1,"VALID",12952,"VALID",4.9,"UNRELIABLE",7.7,"UNRELIABLE",1,3,"VALID",13422,"VALID",15.9,"UNRELIABLE",22.4,"UNRELIABLE",1
"487","MISSISSIPPI","Chickasaw County, Mississippi",28017,0,"VALID",26866,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",26843,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"497","MISSISSIPPI","Choctaw County, Mississippi",28019,0,"VALID",15360,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",15275,"VALID",6.4,"UNRELIABLE",6.5,"UNRELIABLE",1
"508","MISSISSIPPI","Claiborne County, Mississippi",28021,0,"VALID",7405,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",5844,"VALID",23.1,"UNRELIABLE",34.2,"UNRELIABLE",1
"530","MISSISSIPPI","Clarke County, Mississippi",28023,1,"VALID",26792,"VALID",3.7,"UNRELIABLE",3.7,"UNRELIABLE",1,0,"VALID",27114,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"543","MISSISSIPPI","Clay County, Mississippi",28025,2,"VALID",25246,"VALID",7,"UNRELIABLE",7.9,"UNRELIABLE",1,0,"VALID",24235,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"574","MISSISSIPPI","Coahoma County, Mississippi",28027,1,"VALID",30375,"VALID",2.8,"UNRELIABLE",3.3,"UNRELIABLE",1,0,"VALID",27882,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"630","MISSISSIPPI","Copiah County, Mississippi",28029,0,"VALID",32703,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",33024,"VALID",4.4,"UNRELIABLE",6.1,"UNRELIABLE",1
"641","MISSISSIPPI","Covington County, Mississippi",28031,1,"VALID",25492,"VALID",3.9,"UNRELIABLE",3.9,"UNRELIABLE",1,2,"VALID",26124,"VALID",7.6,"UNRELIABLE",7.7,"UNRELIABLE",1
"763","MISSISSIPPI","DeSoto County, Mississippi",28033,3,"VALID",112090,"VALID",4.2,"UNRELIABLE",2.7,"UNRELIABLE",1,5,"VALID",130298,"VALID",5.3,"UNRELIABLE",3.8,"UNRELIABLE",1
"939","MISSISSIPPI","Forrest County, Mississippi",28035,5,"VALID",116477,"VALID",5,"UNRELIABLE",4.3,"UNRELIABLE",1,5,"VALID",113727,"VALID",4.6,"UNRELIABLE",4.4,"UNRELIABLE",1
"958","MISSISSIPPI","Franklin County, Mississippi",28037,0,"VALID",12836,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",13236,"VALID",5.3,"UNRELIABLE",7.6,"UNRELIABLE",1
"1023","MISSISSIPPI","George County, Mississippi",28039,4,"VALID",35313,"VALID",11.9,"UNRELIABLE",11.3,"UNRELIABLE",1,0,"VALID",36218,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1105","MISSISSIPPI","Greene County, Mississippi",28041,0,"VALID",19160,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",19818,"VALID",5.2,"UNRELIABLE",5,"UNRELIABLE",1
"1123","MISSISSIPPI","Grenada County, Mississippi",28043,1,"VALID",29157,"VALID",3.2,"UNRELIABLE",3.4,"UNRELIABLE",1,2,"VALID",29710,"VALID",5.3,"UNRELIABLE",6.7,"UNRELIABLE",1
"1170","MISSISSIPPI","Hancock County, Mississippi",28045,4,"VALID",59743,"VALID",6,"UNRELIABLE",6.7,"UNRELIABLE",1,5,"VALID",69238,"VALID",5.4,"UNRELIABLE",7.2,"UNRELIABLE",1
"1205","MISSISSIPPI","Harrison County, Mississippi",28047,14,"VALID",325760,"VALID",5,"UNRELIABLE",4.3,"UNRELIABLE",1,16,"VALID",334708,"VALID",5.2,"UNRELIABLE",4.8,"UNRELIABLE",1
"1263","MISSISSIPPI","Hinds County, Mississippi",28049,16,"VALID",321650,"VALID",5.1,"UNRELIABLE",5,"UNRELIABLE",1,13,"VALID",309257,"VALID",3.9,"UNRELIABLE",4.2,"UNRELIABLE",1
"1271","MISSISSIPPI","Holmes County, Mississippi",28051,1,"VALID",15157,"VALID",3.7,"UNRELIABLE",6.6,"UNRELIABLE",1,2,"VALID",13272,"VALID",11.2,"UNRELIABLE",15.1,"UNRELIABLE",1
"1308","MISSISSIPPI","Humphreys County, Mississippi",28053,1,"VALID",11175,"VALID",8.2,"UNRELIABLE",8.9,"UNRELIABLE",1,0,"VALID",10064,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1346","MISSISSIPPI","Issaquena County, Mississippi",28055,0,"VALID",2550,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",2156,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1348","MISSISSIPPI","Itawamba County, Mississippi",28057,3,"VALID",46348,"VALID",6.1,"UNRELIABLE",6.5,"UNRELIABLE",1,2,"VALID",45386,"VALID",4.1,"UNRELIABLE",4.4,"UNRELIABLE",1
"1363","MISSISSIPPI","Jackson County, Mississippi",28059,11,"VALID",241094,"VALID",5.9,"UNRELIABLE",4.6,"UNRELIABLE",1,5,"VALID",234429,"VALID",2.3,"UNRELIABLE",2.1,"UNRELIABLE",1
"1380","MISSISSIPPI","Jasper County, Mississippi",28061,1,"VALID",21745,"VALID",3.3,"UNRELIABLE",4.6,"UNRELIABLE",1,3,"VALID",21030,"VALID",9.9,"UNRELIABLE",14.3,"UNRELIABLE",1
"1398","MISSISSIPPI","Jefferson County, Mississippi",28063,0,"VALID",3927,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",3305,"VALID",32.2,"UNRELIABLE",60.5,"UNRELIABLE",1
"1412","MISSISSIPPI","Jefferson Davis County, Mississippi",28065,3,"VALID",15739,"VALID",15.6,"UNRELIABLE",19.1,"UNRELIABLE",1,0,"VALID",15715,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1441","MISSISSIPPI","Jones County, Mississippi",28067,9,"VALID",117367,"VALID",6.9,"UNRELIABLE",7.7,"UNRELIABLE",1,2,"VALID",114640,"VALID",1.5,"UNRELIABLE",1.7,"UNRELIABLE",1
"1465","MISSISSIPPI","Kemper County, Mississippi",28069,2,"VALID",11047,"VALID",11.8,"UNRELIABLE",18.1,"UNRELIABLE",1,1,"VALID",10990,"VALID",5.9,"UNRELIABLE",9.1,"UNRELIABLE",1
"1529","MISSISSIPPI","Lafayette County, Mississippi",28071,2,"VALID",57320,"VALID",4.3,"UNRELIABLE",3.5,"UNRELIABLE",1,4,"VALID",56724,"VALID",8.4,"UNRELIABLE",7.1,"UNRELIABLE",1
"1550","MISSISSIPPI","Lamar County, Mississippi",28073,0,"VALID",56611,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",62868,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1579","MISSISSIPPI","Lauderdale County, Mississippi",28075,9,"VALID",126382,"VALID",7,"UNRELIABLE",7.1,"UNRELIABLE",1,4,"VALID",122895,"VALID",2.9,"UNRELIABLE",3.3,"UNRELIABLE",1
"1590","MISSISSIPPI","Lawrence County, Mississippi",28077,2,"VALID",21269,"VALID",9.1,"UNRELIABLE",9.4,"UNRELIABLE",1,0,"VALID",20600,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1597","MISSISSIPPI","Leake County, Mississippi",28079,0,"VALID",27469,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",26883,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1607","MISSISSIPPI","Lee County, Mississippi",28081,7,"VALID",111036,"VALID",6.7,"UNRELIABLE",6.3,"UNRELIABLE",1,6,"VALID",119879,"VALID",5.1,"UNRELIABLE",5,"UNRELIABLE",1
"1613","MISSISSIPPI","Leflore County, Mississippi",28083,1,"VALID",39835,"VALID",2.1,"UNRELIABLE",2.5,"UNRELIABLE",1,3,"VALID",36276,"VALID",7.4,"UNRELIABLE",8.3,"UNRELIABLE",1
"1650","MISSISSIPPI","Lincoln County, Mississippi",28085,3,"VALID",52305,"VALID",4.9,"UNRELIABLE",5.7,"UNRELIABLE",1,2,"VALID",52725,"VALID",3.1,"UNRELIABLE",3.8,"UNRELIABLE",1
"1705","MISSISSIPPI","Lowndes County, Mississippi",28087,4,"VALID",92137,"VALID",5.2,"UNRELIABLE",4.3,"UNRELIABLE",1,2,"VALID",91975,"VALID",2.7,"UNRELIABLE",2.2,"UNRELIABLE",1
"1774","MISSISSIPPI","Madison County, Mississippi",28089,1,"VALID",49217,"VALID",2.5,"UNRELIABLE",2,"UNRELIABLE",1,4,"VALID",63203,"VALID",8.2,"UNRELIABLE",6.3,"UNRELIABLE",1
"1811","MISSISSIPPI","Marion County, Mississippi",28091,5,"VALID",45237,"VALID",10.2,"UNRELIABLE",11.1,"UNRELIABLE",1,1,"VALID",44504,"VALID",1.7,"UNRELIABLE",2.2,"UNRELIABLE",1
"1830","MISSISSIPPI","Marshall County, Mississippi",28093,1,"VALID",34943,"VALID",2.6,"UNRELIABLE",2.9,"UNRELIABLE",1,1,"VALID",36428,"VALID",2.5,"UNRELIABLE",2.7,"UNRELIABLE",1
"1943","MISSISSIPPI","Monroe County, Mississippi",28095,2,"VALID",62038,"VALID",3,"UNRELIABLE",3.2,"UNRELIABLE",1,5,"VALID",61173,"VALID",7.3,"UNRELIABLE",8.2,"UNRELIABLE",1
"1964","MISSISSIPPI","Montgomery County, Mississippi",28097,0,"VALID",18294,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,6,"VALID",17060,"VALID",26.4,"UNRELIABLE",35.2,"UNRELIABLE",1
"2034","MISSISSIPPI","Neshoba County, Mississippi",28099,1,"VALID",41053,"VALID",2.3,"UNRELIABLE",2.4,"UNRELIABLE",1,7,"VALID",40935,"VALID",13.3,"UNRELIABLE",17.1,"UNRELIABLE",1
"2051","MISSISSIPPI","Newton County, Mississippi",28101,2,"VALID",33778,"VALID",4.3,"UNRELIABLE",5.9,"UNRELIABLE",1,2,"VALID",33699,"VALID",3.6,"UNRELIABLE",5.9,"UNRELIABLE",1
"2079","MISSISSIPPI","Noxubee County, Mississippi",28103,0,"VALID",11009,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",10099,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2105","MISSISSIPPI","Oktibbeha County, Mississippi",28105,2,"VALID",62381,"VALID",5.6,"UNRELIABLE",3.2,"UNRELIABLE",1,1,"VALID",62267,"VALID",2.7,"UNRELIABLE",1.6,"UNRELIABLE",1
"2168","MISSISSIPPI","Panola County, Mississippi",28107,3,"VALID",34915,"VALID",8.1,"UNRELIABLE",8.6,"UNRELIABLE",1,3,"VALID",36024,"VALID",5.7,"UNRELIABLE",8.3,"UNRELIABLE",1
"2188","MISSISSIPPI","Pearl River County, Mississippi",28109,2,"VALID",74263,"VALID",3.8,"UNRELIABLE",2.7,"UNRELIABLE",1,3,"VALID",79815,"VALID",3.8,"UNRELIABLE",3.8,"UNRELIABLE",1
"2209","MISSISSIPPI","Perry County, Mississippi",28111,0,"VALID",19561,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",20356,"VALID",5.5,"UNRELIABLE",4.9,"UNRELIABLE",1
"2243","MISSISSIPPI","Pike County, Mississippi",28113,3,"VALID",48871,"VALID",4.5,"UNRELIABLE",6.1,"UNRELIABLE",1,3,"VALID",48730,"VALID",4.6,"UNRELIABLE",6.2,"UNRELIABLE",1
"2284","MISSISSIPPI","Pontotoc County, Mississippi",28115,1,"VALID",43188,"VALID",1.9,"UNRELIABLE",2.3,"UNRELIABLE",1,1,"VALID",44642,"VALID",2,"UNRELIABLE",2.2,"UNRELIABLE",1
"2311","MISSISSIPPI","Prentiss County, Mississippi",28117,2,"VALID",51424,"VALID",3.4,"UNRELIABLE",3.9,"UNRELIABLE",1,3,"VALID",50643,"VALID",5.7,"UNRELIABLE",5.9,"UNRELIABLE",1
"2344","MISSISSIPPI","Quitman County, Mississippi",28119,1,"VALID",12630,"VALID",5.3,"UNRELIABLE",7.9,"UNRELIABLE",1,2,"VALID",11163,"VALID",17.1,"UNRELIABLE",17.9,"UNRELIABLE",1
"2362","MISSISSIPPI","Rankin County, Mississippi",28121,5,"VALID",145568,"VALID",3.8,"UNRELIABLE",3.4,"UNRELIABLE",1,7,"VALID",166253,"VALID",4.7,"UNRELIABLE",4.2,"UNRELIABLE",1
"2557","MISSISSIPPI","Scott County, Mississippi",28123,3,"VALID",38480,"VALID",6.9,"UNRELIABLE",7.8,"UNRELIABLE",1,0,"VALID",37123,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2582","MISSISSIPPI","Sharkey County, Mississippi",28125,0,"VALID",6603,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",6027,"VALID",13.3,"UNRELIABLE",16.6,"UNRELIABLE",1
"2615","MISSISSIPPI","Simpson County, Mississippi",28127,0,"VALID",39796,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",39638,"VALID",8.1,"UNRELIABLE",7.6,"UNRELIABLE",1
"2624","MISSISSIPPI","Smith County, Mississippi",28129,0,"VALID",28434,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",28756,"VALID",5.6,"UNRELIABLE",7,"UNRELIABLE",1
"2678","MISSISSIPPI","Stone County, Mississippi",28131,1,"VALID",19291,"VALID",5,"UNRELIABLE",5.2,"UNRELIABLE",1,1,"VALID",20356,"VALID",4.4,"UNRELIABLE",4.9,"UNRELIABLE",1
"2706","MISSISSIPPI","Sunflower County, Mississippi",28133,0,"VALID",32832,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",31446,"VALID",3.1,"UNRELIABLE",3.2,"UNRELIABLE",1
"2726","MISSISSIPPI","Tallahatchie County, Mississippi",28135,1,"VALID",16502,"VALID",5.2,"UNRELIABLE",6.1,"UNRELIABLE",1,0,"VALID",15687,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2733","MISSISSIPPI","Tate County, Mississippi",28137,0,"VALID",31031,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",33338,"VALID",4.7,"UNRELIABLE",6,"UNRELIABLE",1
"2769","MISSISSIPPI","Tippah County, Mississippi",28139,2,"VALID",37476,"VALID",3.8,"UNRELIABLE",5.3,"UNRELIABLE",1,3,"VALID",38187,"VALID",7.5,"UNRELIABLE",7.9,"UNRELIABLE",1
"2773","MISSISSIPPI","Tishomingo County, Mississippi",28141,0,"VALID",43237,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",40814,"VALID",6.1,"UNRELIABLE",7.4,"UNRELIABLE",1
"2806","MISSISSIPPI","Tunica County, Mississippi",28143,0,"VALID",5776,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",5006,"VALID",28.2,"UNRELIABLE",40,"UNRELIABLE",1
"2830","MISSISSIPPI","Union County, Mississippi",28145,3,"VALID",44899,"VALID",5.2,"UNRELIABLE",6.7,"UNRELIABLE",1,3,"VALID",45797,"VALID",5.8,"UNRELIABLE",6.6,"UNRELIABLE",1
"2892","MISSISSIPPI","Walthall County, Mississippi",28147,1,"VALID",19629,"VALID",3.5,"UNRELIABLE",5.1,"UNRELIABLE",1,3,"VALID",19793,"VALID",11.9,"UNRELIABLE",15.2,"UNRELIABLE",1
"2906","MISSISSIPPI","Warren County, Mississippi",28149,3,"VALID",77660,"VALID",4.3,"UNRELIABLE",3.9,"UNRELIABLE",1,5,"VALID",73828,"VALID",6.8,"UNRELIABLE",6.8,"UNRELIABLE",1
"2935","MISSISSIPPI","Washington County, Mississippi",28151,1,"VALID",76217,"VALID",1.3,"UNRELIABLE",1.3,"UNRELIABLE",1,0,"VALID",72502,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2966","MISSISSIPPI","Wayne County, Mississippi",28153,2,"VALID",31422,"VALID",6.6,"UNRELIABLE",6.4,"UNRELIABLE",1,1,"VALID",31056,"VALID",2.7,"UNRELIABLE",3.2,"UNRELIABLE",1
"2983","MISSISSIPPI","Webster County, Mississippi",28155,1,"VALID",19945,"VALID",3.3,"UNRELIABLE",5,"UNRELIABLE",1,2,"VALID",19679,"VALID",8.3,"UNRELIABLE",10.2,"UNRELIABLE",1
"3029","MISSISSIPPI","Wilkinson County, Mississippi",28157,0,"VALID",8081,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",7803,"VALID",8,"UNRELIABLE",12.8,"UNRELIABLE",1
"3055","MISSISSIPPI","Winston County, Mississippi",28159,1,"VALID",27363,"VALID",2.5,"UNRELIABLE",3.7,"UNRELIABLE",1,1,"VALID",26934,"VALID",2.1,"UNRELIABLE",3.7,"UNRELIABLE",1
"3087","MISSISSIPPI","Yalobusha County, Mississippi",28161,2,"VALID",18894,"VALID",7.7,"UNRELIABLE",10.6,"UNRELIABLE",1,1,"VALID",17890,"VALID",3.6,"UNRELIABLE",5.6,"UNRELIABLE",1
"3093","MISSISSIPPI","Yazoo County, Mississippi",28163,0,"VALID",32297,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",30332,"VALID",5.6,"UNRELIABLE",6.6,"UNRELIABLE",1
"7","MISSOURI","Adair County, Missouri",29001,2,"VALID",57830,"VALID",3.1,"UNRELIABLE",3.5,"UNRELIABLE",1,2,"VALID",56660,"VALID",3.1,"UNRELIABLE",3.5,"UNRELIABLE",1
"62","MISSOURI","Andrew County, Missouri",29003,3,"VALID",34881,"VALID",6.5,"UNRELIABLE",8.6,"UNRELIABLE",1,1,"VALID",35190,"VALID",1.8,"UNRELIABLE",2.8,"UNRELIABLE",1
"96","MISSOURI","Atchison County, Missouri",29005,2,"VALID",20778,"VALID",5.7,"UNRELIABLE",9.6,"UNRELIABLE",1,1,"VALID",18776,"VALID",2.6,"UNRELIABLE",5.3,"UNRELIABLE",1
"102","MISSOURI","Audrain County, Missouri",29007,7,"VALID",59083,"VALID",9.5,"UNRELIABLE",11.8,"UNRELIABLE",1,2,"VALID",55633,"VALID",2.2,"UNRELIABLE",3.6,"UNRELIABLE",1
"138","MISSOURI","Barry County, Missouri",29009,5,"VALID",59669,"VALID",5.1,"UNRELIABLE",8.4,"UNRELIABLE",1,9,"VALID",64018,"VALID",8.6,"UNRELIABLE",14.1,"UNRELIABLE",1
"141","MISSOURI","Barton County, Missouri",29011,2,"VALID",27039,"VALID",3.9,"UNRELIABLE",7.4,"UNRELIABLE",1,2,"VALID",26952,"VALID",5.3,"UNRELIABLE",7.4,"UNRELIABLE",1
"144","MISSOURI","Bates County, Missouri",29013,9,"VALID",37094,"VALID",14.7,"UNRELIABLE",24.3,"UNRELIABLE",1,2,"VALID",36524,"VALID",4.8,"UNRELIABLE",5.5,"UNRELIABLE",1
"184","MISSOURI","Benton County, Missouri",29015,2,"VALID",29686,"VALID",3.2,"UNRELIABLE",6.7,"UNRELIABLE",1,0,"VALID",31705,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"224","MISSOURI","Bollinger County, Missouri",29017,1,"VALID",25524,"VALID",2.5,"UNRELIABLE",3.9,"UNRELIABLE",1,0,"VALID",25828,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"234","MISSOURI","Boone County, Missouri",29019,7,"VALID",229492,"VALID",4.8,"UNRELIABLE",3.1,"UNRELIABLE",1,9,"VALID",235891,"VALID",5.5,"UNRELIABLE",3.8,"UNRELIABLE",1
"295","MISSOURI","Buchanan County, Missouri",29021,10,"VALID",196773,"VALID",4.3,"UNRELIABLE",5.1,"UNRELIABLE",1,12,"VALID",191336,"VALID",5.7,"UNRELIABLE",6.3,"UNRELIABLE",1
"322","MISSOURI","Butler County, Missouri",29023,8,"VALID",84889,"VALID",8.2,"UNRELIABLE",9.4,"UNRELIABLE",1,6,"VALID",86090,"VALID",5.5,"UNRELIABLE",7,"UNRELIABLE",1
"338","MISSOURI","Caldwell County, Missouri",29025,1,"VALID",20415,"VALID",2.2,"UNRELIABLE",4.9,"UNRELIABLE",1,1,"VALID",19812,"VALID",2.3,"UNRELIABLE",5,"UNRELIABLE",1
"355","MISSOURI","Callaway County, Missouri",29027,5,"VALID",74365,"VALID",6.9,"UNRELIABLE",6.7,"UNRELIABLE",1,4,"VALID",73347,"VALID",5.7,"UNRELIABLE",5.5,"UNRELIABLE",1
"362","MISSOURI","Camden County, Missouri",29029,2,"VALID",52154,"VALID",3,"UNRELIABLE",3.8,"UNRELIABLE",1,7,"VALID",63178,"VALID",7.3,"UNRELIABLE",11.1,"UNRELIABLE",1
"378","MISSOURI","Cape Girardeau County, Missouri",29031,6,"VALID",135390,"VALID",4.2,"UNRELIABLE",4.4,"UNRELIABLE",1,8,"VALID",137697,"VALID",5.2,"UNRELIABLE",5.8,"UNRELIABLE",1
"397","MISSOURI","Carroll County, Missouri",29033,3,"VALID",27503,"VALID",5.2,"UNRELIABLE",10.9,"UNRELIABLE",1,1,"VALID",25695,"VALID",1.5,"UNRELIABLE",3.9,"UNRELIABLE",1
"405","MISSOURI","Carter County, Missouri",29035,1,"VALID",13758,"VALID",5.6,"UNRELIABLE",7.3,"UNRELIABLE",1,2,"VALID",13581,"VALID",11.1,"UNRELIABLE",14.7,"UNRELIABLE",1
"418","MISSOURI","Cass County, Missouri",29037,2,"VALID",127579,"VALID",1.9,"UNRELIABLE",1.6,"UNRELIABLE",1,6,"VALID",141714,"VALID",4.5,"UNRELIABLE",4.2,"UNRELIABLE",1
"434","MISSOURI","Cedar County, Missouri",29039,1,"VALID",28359,"VALID",2.6,"UNRELIABLE",3.5,"UNRELIABLE",1,0,"VALID",28371,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"443","MISSOURI","Chariton County, Missouri",29041,2,"VALID",24033,"VALID",5.8,"UNRELIABLE",8.3,"UNRELIABLE",1,0,"VALID",22195,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"503","MISSOURI","Christian County, Missouri",29043,3,"VALID",56187,"VALID",4.6,"UNRELIABLE",5.3,"UNRELIABLE",1,5,"VALID",69125,"VALID",8.1,"UNRELIABLE",7.2,"UNRELIABLE",1
"521","MISSOURI","Clark County, Missouri",29045,3,"VALID",20487,"VALID",13,"UNRELIABLE",14.6,"UNRELIABLE",1,1,"VALID",19408,"VALID",4.2,"UNRELIABLE",5.2,"UNRELIABLE",1
"544","MISSOURI","Clay County, Missouri",29047,16,"VALID",325869,"VALID",6.2,"UNRELIABLE",4.9,"UNRELIABLE",1,18,"VALID",343714,"VALID",6,"UNRELIABLE",5.2,"UNRELIABLE",1
"569","MISSOURI","Clinton County, Missouri",29049,2,"VALID",37736,"VALID",3.9,"UNRELIABLE",5.3,"UNRELIABLE",1,1,"VALID",38144,"VALID",2.2,"UNRELIABLE",2.6,"UNRELIABLE",1
"588","MISSOURI","Cole County, Missouri",29051,5,"VALID",133505,"VALID",4.2,"UNRELIABLE",3.7,"UNRELIABLE",1,11,"VALID",141801,"VALID",8.3,"UNRELIABLE",7.8,"UNRELIABLE",1
"626","MISSOURI","Cooper County, Missouri",29053,2,"VALID",33420,"VALID",4.1,"UNRELIABLE",6,"UNRELIABLE",1,2,"VALID",34404,"VALID",2.9,"UNRELIABLE",5.8,"UNRELIABLE",1
"657","MISSOURI","Crawford County, Missouri",29055,3,"VALID",44783,"VALID",3.7,"UNRELIABLE",6.7,"UNRELIABLE",1,1,"VALID",45418,"VALID",1.2,"UNRELIABLE",2.2,"UNRELIABLE",1
